Budget,Duration,Season,Travel_Type,Travel_Preference,Region,Destination
Medium,2,Autumn,Family,Historical,South India,Mysore
Medium,4,Monsoon,Friends,Nature,South India,Coorg
Low,2,Winter,Solo,Spiritual,North India,Varanasi
High,7,Winter,Couple,Nature,North India,Kashmir
High,2,Monsoon,Friends,Nature,South India,Coorg
Medium,5,Winter,Couple,Historical,North India,Udaipur
Medium,4,Winter,Couple,Nature,West India,Udaipur
Low,2,Winter,Couple,Nature,South India,Araku Valley
Medium,6,Autumn,Solo,Nature,East India,Darjeeling
Medium,5,Winter,Friends,Adventure,North India,Manali
Medium,4,Summer,Solo,Adventure,North India,Rishikesh
Low,4,Autumn,Family,Historical,South India,Mysore
Low,3,Autumn,Solo,Historical,South India,Mysore
Low,2,Monsoon,Family,Wildlife,South India,Araku Valley
High,6,Winter,Friends,Mountains,North India,Manali
High,5,Spring,Solo,Mountains,East India,Darjeeling
Medium,5,Summer,Couple,Nature,South India,Ooty
Medium,4,Winter,Couple,Beach,West India,Goa
Medium,3,Monsoon,Couple,Adventure,South India,Coorg
High,8,Winter,Couple,Beach,South India,Andaman
Medium,4,Summer,Family,Nature,South India,Ooty
Medium,5,Spring,Couple,Mountains,East India,Darjeeling
Medium,4,Winter,Family,Mountains,South India,Munnar
Medium,6,Autumn,Couple,Nature,East India,Darjeeling
High,8,Winter,Couple,Beach,South India,Andaman
Low,3,Spring,Friends,Spiritual,North India,Rishikesh
High,7,Spring,Family,Beach,South India,Andaman
Low,4,Winter,Solo,Historical,South India,Mysore
High,8,Summer,Family,Mountains,North India,Kashmir
Medium,4,Winter,Family,Historical,North India,Jaipur
Low,3,Autumn,Family,Spiritual,North India,Varanasi
Low,2,Winter,Solo,Spiritual,North India,Varanasi
Medium,4,Autumn,Solo,Spiritual,North India,Rishikesh
Low,2,Autumn,Family,Spiritual,South India,Mysore
High,8,Winter,Couple,Adventure,South India,Andaman
Low,3,Monsoon,Family,Wildlife,South India,Araku Valley
High,7,Winter,Couple,Mountains,North India,Manali
Low,2,Monsoon,Family,Nature,South India,Araku Valley
Medium,5,Spring,Family,Mountains,East India,Darjeeling
Medium,5,Summer,Couple,Beach,West India,Goa
Low,2,Winter,Family,Spiritual,North India,Varanasi
High,4,Winter,Couple,Historical,West India,Udaipur
High,7,Autumn,Couple,Mountains,East India,Darjeeling
High,4,Monsoon,Couple,Nature,South India,Coorg
High,8,Winter,Couple,Adventure,North India,Manali
Medium,5,Spring,Couple,Mountains,East India,Darjeeling
High,3,Spring,Family,Historical,North India,Jaipur
High,5,Monsoon,Couple,Nature,South India,Munnar
Medium,4,Winter,Couple,Nature,South India,Munnar
Medium,5,Monsoon,Friends,Beach,West India,Goa
Low,3,Monsoon,Family,Nature,South India,Araku Valley
High,3,Winter,Family,Nature,West India,Udaipur
Low,2,Winter,Family,Spiritual,North India,Varanasi
High,4,Winter,Friends,Adventure,West India,Goa
Medium,5,Winter,Couple,Nature,South India,Munnar
High,6,Spring,Couple,Nature,East India,Darjeeling
Medium,4,Autumn,Solo,Nature,East India,Darjeeling
High,4,Winter,Family,Historical,North India,Jaipur
High,6,Monsoon,Family,Mountains,South India,Munnar
Low,3,Winter,Solo,Spiritual,North India,Varanasi
Low,6,Winter,Solo,Beach,West India,Goa
Medium,5,Spring,Family,Mountains,Northeast India,Darjeeling
High,4,Winter,Couple,Historical,West India,Udaipur
High,10,Spring,Family,Adventure,East India,Andaman
High,3,Winter,Couple,Spiritual,North India,Jaipur
High,5,Winter,Couple,Historical,West India,Udaipur
High,4,Winter,Friends,Nature,South India,Coorg
High,8,Winter,Family,Nature,North India,Kashmir
Medium,4,Spring,Couple,Mountains,South India,Ooty
High,3,Winter,Family,Historical,North India,Udaipur
Medium,2,Winter,Couple,Spiritual,North India,Jaipur
Low,2,Autumn,Family,Historical,South India,Mysore
Medium,4,Winter,Family,Historical,West India,Udaipur
High,4,Winter,Couple,Historical,North India,Udaipur
Medium,3,Summer,Couple,Mountains,South India,Ooty
Medium,3,Winter,Couple,Adventure,South India,Coorg
Medium,4,Winter,Family,Historical,North India,Jaipur
Medium,3,Summer,Couple,Mountains,South India,Ooty
Medium,2,Winter,Family,Historical,North India,Jaipur
High,7,Winter,Couple,Mountains,North India,Kashmir
High,8,Winter,Family,Mountains,North India,Kashmir
Low,3,Winter,Solo,Spiritual,North India,Varanasi
High,4,Autumn,Couple,Nature,East India,Darjeeling
High,7,Winter,Solo,Mountains,North India,Manali
High,5,Winter,Family,Mountains,South India,Munnar
Low,4,Monsoon,Family,Nature,South India,Araku Valley
Low,3,Autumn,Solo,Historical,South India,Mysore
Medium,2,Autumn,Friends,Historical,South India,Hyderabad
Medium,5,Autumn,Family,Nature,East India,Darjeeling
Low,4,Winter,Family,Nature,South India,Araku Valley
High,8,Summer,Family,Mountains,North India,Kashmir
Low,3,Winter,Friends,Historical,South India,Hyderabad
High,7,Winter,Friends,Mountains,North India,Manali
High,4,Monsoon,Couple,Mountains,South India,Munnar
Medium,3,Winter,Couple,Mountains,South India,Munnar
High,4,Winter,Family,Mountains,South India,Munnar
Low,4,Autumn,Family,Nature,South India,Araku Valley
High,4,Spring,Family,Nature,North India,Udaipur
High,2,Winter,Couple,Nature,South India,Coorg
Medium,5,Spring,Couple,Mountains,South India,Ooty
Medium,4,Winter,Couple,Historical,North India,Jaipur
Medium,5,Winter,Friends,Beach,West India,Goa
High,7,Winter,Couple,Nature,North India,Kashmir
Low,3,Winter,Friends,Adventure,South India,Hyderabad
Low,4,Autumn,Family,Spiritual,South India,Mysore
Low,4,Autumn,Friends,Adventure,North India,Rishikesh
Low,3,Autumn,Family,Spiritual,North India,Varanasi
Low,3,Autumn,Solo,Historical,South India,Mysore
Medium,4,Winter,Family,Historical,North India,Jaipur
Low,2,Winter,Couple,Nature,South India,Araku Valley
Low,3,Autumn,Family,Wildlife,South India,Araku Valley
Medium,7,Monsoon,Friends,Beach,West India,Goa
Medium,3,Autumn,Solo,Spiritual,North India,Rishikesh
Medium,5,Spring,Family,Mountains,South India,Ooty
Medium,3,Monsoon,Friends,Adventure,South India,Coorg
High,7,Winter,Couple,Beach,East India,Andaman
Medium,4,Winter,Couple,Nature,South India,Coorg
Medium,5,Monsoon,Friends,Nature,South India,Coorg
Low,4,Winter,Family,Nature,South India,Araku Valley
High,5,Spring,Couple,Mountains,North India,Manali
High,3,Winter,Family,Historical,West India,Udaipur
Low,3,Winter,Solo,Spiritual,North India,Varanasi
Medium,6,Spring,Friends,Adventure,North India,Manali
High,6,Spring,Family,Beach,South India,Andaman
Low,2,Autumn,Solo,Historical,South India,Mysore
Low,4,Winter,Couple,Wildlife,South India,Araku Valley
Medium,6,Summer,Solo,Mountains,North India,Manali
Medium,2,Winter,Solo,Historical,South India,Hyderabad
Medium,4,Spring,Solo,Historical,North India,Jaipur
Medium,6,Spring,Solo,Mountains,East India,Darjeeling
Medium,3,Monsoon,Couple,Adventure,South India,Coorg
Medium,3,Winter,Family,Spiritual,South India,Mysore
Medium,4,Winter,Couple,Nature,West India,Udaipur
High,4,Winter,Family,Nature,West India,Udaipur
Low,3,Winter,Family,Spiritual,North India,Varanasi
Medium,2,Winter,Family,Historical,South India,Mysore
High,5,Monsoon,Couple,Nature,South India,Munnar
Medium,3,Spring,Family,Historical,North India,Jaipur
High,7,Summer,Couple,Mountains,North India,Manali
High,5,Winter,Couple,Historical,West India,Udaipur
High,5,Winter,Friends,Beach,West India,Goa
Low,4,Spring,Couple,Nature,South India,Ooty
Medium,5,Winter,Couple,Beach,West India,Goa
Medium,5,Winter,Friends,Nature,South India,Coorg
Medium,3,Winter,Solo,Historical,South India,Mysore
High,2,Winter,Couple,Spiritual,North India,Jaipur
Low,5,Summer,Couple,Mountains,South India,Ooty
High,7,Spring,Family,Adventure,South India,Andaman
Low,2,Autumn,Friends,Historical,South India,Hyderabad
High,8,Summer,Family,Mountains,North India,Kashmir
Medium,2,Winter,Family,Spiritual,North India,Varanasi
Low,3,Autumn,Solo,Spiritual,South India,Mysore
Medium,5,Summer,Family,Mountains,South India,Ooty
Medium,4,Winter,Family,Historical,North India,Jaipur
Medium,4,Summer,Friends,Spiritual,North India,Rishikesh
Medium,5,Spring,Couple,Mountains,Northeast India,Darjeeling
Medium,6,Autumn,Solo,Mountains,East India,Darjeeling
Medium,3,Spring,Couple,Historical,North India,Jaipur
Low,2,Autumn,Solo,Historical,South India,Hyderabad
Medium,5,Winter,Family,Nature,South India,Munnar
Medium,6,Summer,Family,Mountains,South India,Ooty
Medium,4,Winter,Family,Mountains,South India,Munnar
Medium,4,Spring,Family,Mountains,South India,Ooty
High,5,Winter,Couple,Historical,North India,Udaipur
High,5,Winter,Family,Historical,North India,Udaipur
Medium,4,Autumn,Solo,Nature,East India,Darjeeling
Low,4,Spring,Friends,Spiritual,North India,Rishikesh
Medium,5,Monsoon,Family,Mountains,South India,Munnar
Low,3,Autumn,Family,Spiritual,North India,Varanasi
Medium,3,Autumn,Solo,Spiritual,North India,Varanasi
Medium,3,Autumn,Solo,Spiritual,North India,Rishikesh
Low,3,Winter,Family,Nature,South India,Araku Valley
High,5,Spring,Solo,Nature,East India,Darjeeling
Medium,3,Monsoon,Friends,Nature,South India,Coorg
High,8,Summer,Couple,Mountains,North India,Manali
Low,3,Monsoon,Couple,Nature,South India,Araku Valley
Medium,2,Winter,Couple,Historical,North India,Jaipur
High,7,Winter,Couple,Nature,North India,Kashmir
Medium,4,Winter,Family,Nature,South India,Munnar
Low,4,Winter,Couple,Nature,South India,Araku Valley
Medium,4,Autumn,Family,Spiritual,North India,Varanasi
Medium,5,Spring,Solo,Spiritual,North India,Rishikesh
High,5,Spring,Couple,Nature,East India,Darjeeling
High,5,Spring,Couple,Historical,North India,Jaipur
Medium,5,Monsoon,Couple,Mountains,South India,Munnar
High,7,Spring,Couple,Beach,South India,Andaman
Medium,2,Winter,Solo,Historical,South India,Hyderabad
Medium,4,Monsoon,Family,Nature,South India,Munnar
Low,3,Summer,Solo,Adventure,North India,Rishikesh
High,6,Winter,Couple,Mountains,South India,Munnar
Low,3,Winter,Family,Spiritual,North India,Varanasi
High,8,Spring,Friends,Beach,South India,Andaman
Medium,4,Winter,Couple,Nature,West India,Udaipur
Medium,4,Winter,Couple,Historical,North India,Jaipur
Medium,5,Spring,Solo,Mountains,East India,Darjeeling
Medium,4,Spring,Couple,Mountains,East India,Darjeeling
Medium,2,Autumn,Solo,Spiritual,North India,Varanasi
Medium,4,Monsoon,Couple,Nature,South India,Coorg
High,7,Winter,Family,Mountains,North India,Kashmir
Medium,3,Winter,Solo,Spiritual,North India,Varanasi
Low,3,Winter,Family,Wildlife,South India,Araku Valley
Medium,8,Winter,Friends,Adventure,North India,Manali
Medium,3,Winter,Family,Historical,North India,Jaipur
High,5,Spring,Couple,Historical,West India,Udaipur
Low,2,Winter,Couple,Nature,South India,Araku Valley
High,7,Spring,Family,Beach,South India,Andaman
Medium,5,Spring,Couple,Nature,West India,Udaipur
High,5,Autumn,Solo,Mountains,East India,Darjeeling
Medium,2,Monsoon,Family,Nature,South India,Araku Valley
Low,3,Winter,Family,Historical,South India,Mysore
Low,5,Summer,Friends,Spiritual,North India,Rishikesh
High,7,Summer,Couple,Mountains,North India,Manali
Medium,7,Summer,Solo,Mountains,North India,Manali
High,4,Monsoon,Friends,Nature,South India,Coorg
High,7,Summer,Couple,Mountains,North India,Kashmir
Low,5,Summer,Solo,Adventure,North India,Rishikesh
Medium,5,Winter,Friends,Beach,West India,Goa
Medium,3,Monsoon,Friends,Adventure,South India,Coorg
Low,4,Winter,Solo,Historical,South India,Hyderabad
Medium,3,Winter,Family,Spiritual,North India,Varanasi
High,8,Summer,Couple,Mountains,North India,Kashmir
High,6,Winter,Friends,Beach,West India,Goa
Medium,2,Winter,Solo,Historical,North India,Jaipur
High,3,Monsoon,Couple,Adventure,South India,Coorg
Low,3,Winter,Family,Spiritual,South India,Mysore
Medium,5,Winter,Friends,Beach,West India,Goa
Low,2,Winter,Friends,Historical,South India,Hyderabad
High,3,Monsoon,Couple,Nature,South India,Coorg
Medium,4,Winter,Family,Spiritual,North India,Jaipur
Low,4,Winter,Family,Spiritual,South India,Mysore
Medium,2,Winter,Family,Nature,South India,Araku Valley
Medium,5,Spring,Couple,Nature,East India,Darjeeling
Low,3,Winter,Friends,Historical,South India,Hyderabad
Medium,4,Winter,Friends,Historical,South India,Hyderabad
Medium,3,Summer,Family,Nature,South India,Ooty
High,9,Winter,Friends,Beach,South India,Andaman
High,3,Winter,Couple,Historical,West India,Udaipur
High,9,Winter,Couple,Beach,South India,Andaman
Medium,5,Summer,Couple,Mountains,North India,Manali
High,9,Winter,Family,Beach,South India,Andaman
High,7,Summer,Couple,Nature,North India,Kashmir
Medium,5,Spring,Solo,Nature,East India,Darjeeling
High,4,Monsoon,Friends,Adventure,South India,Coorg
Low,4,Winter,Friends,Adventure,South India,Hyderabad
High,5,Monsoon,Couple,Adventure,South India,Coorg
Medium,3,Winter,Family,Mountains,South India,Munnar
High,4,Monsoon,Family,Mountains,South India,Munnar
Medium,4,Summer,Couple,Mountains,South India,Ooty
Medium,4,Monsoon,Friends,Nature,South India,Coorg
Medium,4,Winter,Couple,Mountains,South India,Munnar
Medium,5,Spring,Family,Nature,East India,Darjeeling
High,6,Autumn,Solo,Nature,East India,Darjeeling
Medium,3,Summer,Friends,Adventure,North India,Rishikesh
Medium,4,Winter,Couple,Nature,North India,Udaipur
Low,4,Monsoon,Family,Nature,South India,Araku Valley
Medium,6,Spring,Solo,Nature,East India,Darjeeling
High,4,Spring,Family,Nature,North India,Udaipur
Medium,3,Monsoon,Couple,Nature,South India,Araku Valley
Medium,4,Winter,Friends,Adventure,West India,Goa
Low,2,Winter,Family,Spiritual,North India,Varanasi
Medium,4,Summer,Family,Nature,South India,Ooty
Low,2,Winter,Family,Nature,South India,Araku Valley
Low,4,Autumn,Solo,Spiritual,North India,Varanasi
Medium,4,Winter,Friends,Adventure,South India,Coorg
Low,2,Winter,Family,Nature,South India,Araku Valley
Medium,6,Winter,Couple,Mountains,North India,Manali
Low,4,Summer,Friends,Beach,West India,Goa
Low,2,Autumn,Family,Spiritual,North India,Varanasi
Medium,4,Spring,Family,Nature,South India,Ooty
High,6,Winter,Couple,Nature,North India,Kashmir
Medium,6,Autumn,Family,Mountains,East India,Darjeeling
High,9,Summer,Family,Nature,North India,Kashmir
Low,2,Autumn,Family,Spiritual,South India,Mysore
Medium,2,Winter,Family,Nature,South India,Araku Valley
Medium,4,Spring,Solo,Spiritual,North India,Rishikesh
Medium,4,Monsoon,Couple,Nature,South India,Coorg
High,5,Spring,Couple,Historical,West India,Udaipur
Medium,3,Monsoon,Friends,Adventure,South India,Coorg
Low,4,Autumn,Friends,Adventure,North India,Rishikesh
Medium,5,Winter,Couple,Nature,South India,Munnar
Medium,2,Winter,Couple,Adventure,South India,Coorg
Medium,5,Winter,Family,Nature,West India,Udaipur
Medium,5,Autumn,Couple,Nature,Northeast India,Darjeeling
High,5,Winter,Couple,Adventure,South India,Coorg
Low,3,Spring,Couple,Mountains,South India,Ooty
Medium,5,Autumn,Solo,Adventure,North India,Rishikesh
High,8,Winter,Family,Beach,East India,Andaman
Medium,2,Winter,Couple,Nature,South India,Coorg
Low,4,Summer,Family,Mountains,South India,Ooty
Low,3,Autumn,Family,Nature,South India,Araku Valley
Medium,5,Winter,Couple,Historical,West India,Udaipur
Low,4,Monsoon,Family,Nature,South India,Araku Valley
Medium,4,Summer,Friends,Beach,West India,Goa
High,4,Autumn,Family,Mountains,East India,Darjeeling
Low,2,Winter,Solo,Spiritual,North India,Varanasi
Medium,2,Spring,Family,Spiritual,North India,Jaipur
High,6,Monsoon,Couple,Mountains,South India,Munnar
High,5,Autumn,Solo,Nature,East India,Darjeeling
Medium,3,Summer,Couple,Nature,South India,Ooty
Medium,3,Spring,Friends,Adventure,North India,Rishikesh
High,9,Winter,Couple,Beach,South India,Andaman
Medium,2,Winter,Solo,Spiritual,North India,Varanasi
Medium,2,Monsoon,Couple,Adventure,South India,Coorg
Low,3,Winter,Family,Historical,South India,Mysore
High,6,Winter,Couple,Mountains,North India,Kashmir
Medium,4,Summer,Couple,Mountains,South India,Ooty
Medium,5,Summer,Friends,Adventure,North India,Rishikesh
Medium,4,Autumn,Solo,Adventure,South India,Hyderabad
Medium,4,Spring,Couple,Nature,East India,Darjeeling
Low,4,Winter,Family,Spiritual,North India,Varanasi
Low,4,Autumn,Solo,Historical,South India,Hyderabad
Low,2,Autumn,Solo,Spiritual,North India,Varanasi
High,8,Summer,Couple,Mountains,North India,Kashmir
High,2,Monsoon,Friends,Adventure,South India,Coorg
High,5,Spring,Couple,Historical,North India,Udaipur
High,4,Spring,Family,Mountains,East India,Darjeeling
High,5,Winter,Couple,Historical,West India,Udaipur
Medium,3,Summer,Couple,Mountains,South India,Ooty
Low,4,Winter,Solo,Spiritual,North India,Varanasi
Medium,4,Autumn,Solo,Adventure,South India,Hyderabad
Medium,6,Winter,Solo,Beach,West India,Goa
High,5,Winter,Family,Historical,North India,Jaipur
High,5,Winter,Couple,Adventure,South India,Coorg
High,3,Winter,Couple,Nature,West India,Udaipur
High,9,Winter,Couple,Adventure,South India,Andaman
Low,4,Monsoon,Couple,Adventure,West India,Goa
Medium,6,Spring,Couple,Mountains,East India,Darjeeling
High,4,Winter,Friends,Beach,West India,Goa
Medium,4,Monsoon,Family,Nature,South India,Munnar
Low,5,Summer,Family,Mountains,South India,Ooty
Medium,5,Monsoon,Couple,Mountains,South India,Munnar
Medium,2,Winter,Solo,Historical,South India,Mysore
Medium,5,Winter,Family,Mountains,South India,Munnar
High,5,Autumn,Family,Mountains,East India,Darjeeling
Medium,6,Winter,Solo,Mountains,North India,Manali
Medium,3,Winter,Family,Nature,South India,Araku Valley
High,7,Summer,Family,Mountains,North India,Kashmir
High,7,Winter,Family,Adventure,South India,Andaman
Low,4,Autumn,Family,Nature,South India,Araku Valley
High,7,Winter,Friends,Mountains,North India,Manali
High,7,Winter,Couple,Nature,North India,Kashmir
High,6,Winter,Family,Mountains,North India,Kashmir
Low,3,Monsoon,Family,Wildlife,South India,Araku Valley
Medium,5,Monsoon,Couple,Nature,South India,Coorg
High,5,Winter,Family,Nature,South India,Munnar
Low,4,Monsoon,Couple,Nature,South India,Araku Valley
High,6,Summer,Friends,Mountains,North India,Manali
